id,Dvfull,treatment,W1,W2,W2n,W3,W3a,W3n,W4,W4a,Census_comp,W5,W5a,W5b,W5c,Party,PartyLean,PartyLikert,N2,N2n,N3,N3n,N4_1,N4_2,N4_3,N4_4,N4_5,N4_6,N4_7,N4_8,N4_9,N4_10,N4_11,N4_12,N4_13,N4_1n,N4_2n,N4_3n,N4_4n,N4_5n,N4_6n,N4_7n,N4_8n,N4_9n,N4_10n,N4_11n,N4_12n,N4_13n,Agreatdealn,Afairamountn,Nottoomuchn,Noconfidenceatalln,ConfidenceIndex,N5,N5n,N6,N6n,N7_1,N7_2,N7_3,N7_4,N7_5,N7_6,N7_7,N7_8,N7_1n,N7_2n,N7_3n,N7_4n,N7_5n,N7_6n,N7_7n,N7_8n,GovtServicesIndex,N8,N8n,N9_1,N9_2,N9_3,N9_4,N9_1n,N9_2n,N9_3n,N9_4n,MediaIndex,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N10n,N11n,N12n,N13n,N14n,N15n,N16n,N17n,N18n,N19n,N1,N1n,N1a,N1an,Trump,D2,IdeoLikert,D4,D4n,D5,D5n,D7,D7n,D8,D8n,D9,D9n,D13,D13n,D14,D14n,D15,D15n,D11,D11n,D11a,D11an,D12_1,D12_2,Region,Division,Confirmed_Cases,Covid_Deaths,Active_Covid,Incident_Rate,Case_Fatality_Ratio,opp,Q_TotalDuration,RISN,rid,Q_CHL,QPMID,cintid,ProjectToken,isNew,wave,gc,term,Treatment,Medium,Race,LS,E0_num,E1_num,E2_num,E3_num,E4_num,E5_num,E6_num,E7_num,E0_num3,E1_num3,E2_num3,E3_num3,E4_num3,E5_num3,E6_num3,E7_num3,partisan,DVfull,control,NurseLindsaydemo,DrFaucidemo,Bidenendorse,Trumpendorse,Fauciendorse,FDA,Economy,gender,health,flu,edu,incm,marital,agevar,race,trust_sci,treatment,allergy,religion,Black,Hispanic,Asian,Mixed,Other,White,PacificIslander,NativeAmerican,Other2,concernillness,knowCovid19pat,ConfidenceIndexscale,GovtServicesIndexscale,MediaIndexscale,Incident_RatePct,lnCovid_Deaths,trust_gov,fem,county,incident_ratepct,state,ManipCorr,Durationinseconds
639,6,Control,Yes,51-65,3,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,About half the time,2,Not too much,Not too much,A fair amount,Not too much,A fair amount,Not too much,A fair amount,A great deal,A great deal,Not too much,Not too much,A great deal,A fair amount,1,1,2,1,2,1,2,3,3,1,1,3,2,3,4,6,0,23,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,0,1,1,7,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Once a week,Every day,Once a week,4,1,4,1,10,Not too concerned,Somewhat concerned,Yes,Oppose,Left the same as it is now,Discourage,"A factory owned by a Chinese company that employed 2,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly disagree,None of the time,1,2,1,0,2,0,0,0,0,0,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Married,2,Yes,1,2-year college degree,3,"$50,000 to under $75,000",5,Some of the time,2,Yes,1,Yes,1,Excellent,4,Yes,Yes,baptist,baptist,MISSISSIPPI,Copiah MS,South,East South Central,2672,55,2617,9521,2,Qual73538399-0108Vaccination,214,9979290,60241954-06a3-87c4-6a9c-320366742879,anonymous,73531461,,,,,1,,Control,Control,White,1227,2,,,,,,,,6,,,,,,,,1,6,1,0,0,0,0,0,0,0,1,4,1,3,5,2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,4,2,1,Copiah MS,10,MISSISSIPPI,,214
640,6,T5 Fauci,Yes,51-65,3,Male,,0,"White,Hispanic or Latino",,Hispanic,Democratic Party,Strong,,,Democrat,Democrat,0,Very interested,3,Some of the time,1,No confidence at all,A fair amount,No confidence at all,A fair amount,No confidence at all,Not too much,Not too much,Not too much,No confidence at all,Not too much,No confidence at all,No confidence at all,Not too much,0,2,0,2,0,1,1,1,0,1,0,0,1,0,2,5,6,9,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,7,The scientific method generally produces accurate conclusions,1,Every day,Never,Never,Never,4,0,0,0,4,Somewhat concerned,Somewhat concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Neither agree nor disagree,Some of the time,2,2,1,1,2,0,1,1,2,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Married,2,No,0,High school graduate,1,"$50,000 to under $75,000",5,Most of the time,3,No,0,Yes,1,Good,2,No,No,,,ARIZONA,Pima AZ,West,Mountain,105606,1958,103648,10084,2,Qual73538399-0108Vaccination,238,9979290,60241a17-6455-3848-7372-38d150e66333,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,Hispanic,1227,,,,,,2,,,,,,,,6,,,0,6,0,0,0,0,0,1,0,0,0,2,0,1,5,2,3,2,1,5,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,8,1,0,Pima AZ,10,ARIZONA,1,238
641,0,T1 Lindsay,Yes,35-50,2,Male,,0,"White,Other","Irish, Scottish, English with a smidge of German and French. ",White,Republican Party,,Strong,,Republican,Republican,6,Extremely interested,4,Never,0,No confidence at all,No confidence at all,No confidence at all,Not too much,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Not too much,Not too much,Not too much,No confidence at all,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,9,4,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,6,The scientific method generally produces accurate conclusions,1,Every day,Every day,Every few weeks/once a month,Several days a week,4,4,2,3,13,Not at all concerned,Not at all concerned,Yes,Favor,Increased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,0,0,1,1,4,0,1,0,4,1,Yes,1,Donald J. Trump,3,1,Very conservative,6,Married,2,Yes,1,4-year college degree,4,"$75,000 to under $100,000",6,Most of the time,3,No,0,No,0,Very good,3,Yes,Yes,Orthodox Christian,Orthodox Christian,GEORGIA,Clarke GA,South,South Atlantic,13492,104,13388,10513,1,Qual73538399-0108Vaccination,599,9979290,6024182b-062a-fb94-4c7e-e2653d411b0c,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,Nat Am or Other,1227,,0,,,,,,,,0,,,,,,,1,0,0,1,0,0,0,0,0,0,0,3,0,4,6,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,5,0,0,Clarke GA,11,GEORGIA,1,599
642,0,T2 Fauci,Yes,Over 65,4,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Very interested,3,Never,0,No confidence at all,No confidence at all,A great deal,No confidence at all,A fair amount,Not too much,Not too much,No confidence at all,No confidence at all,A fair amount,No confidence at all,Not too much,Not too much,0,0,3,0,2,1,1,0,0,2,0,1,1,1,2,4,6,11,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,None of the time,0,No,No,No,No,Yes,Yes,Yes,No,0,0,0,0,1,1,1,0,3,The scientific method can be used to produce any conclusion the researcher wants,0,Never,Every few weeks/once a month,Never,Never,0,2,0,0,2,Not at all concerned,Not at all concerned,No,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly agree,Most of the time,0,0,0,1,0,0,1,1,4,2,Yes,1,Donald J. Trump,3,1,Very conservative,6,Single,0,No,0,Some college,2,"$20,000 to under $30,000",2,Never,0,Yes,1,No,0,Very good,3,Yes,Yes,christan,christan,MISSOURI,Jackson MO,Midwest,West North Central,29160,328,28832,4148,1,Qual73538399-0108Vaccination,642,9979290,602417c8-79a1-b5a4-ba87-47bdec38cfa6,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,1227,,,0,,,,,,,,0,,,,,,1,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,4,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,Jackson MO,4,MISSOURI,0,642
643,4,T4 Trump,Yes,35-50,2,Female,,1,African American,,Black,Democratic Party,Strong,,,Democrat,Democrat,0,Very interested,3,Some of the time,1,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,2,2,2,2,2,2,2,2,2,2,2,2,2,0,13,0,0,26,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,No,No,No,Yes,No,No,No,1,0,0,0,1,0,0,0,2,The scientific method generally produces accurate conclusions,1,Every day,Every day,Never,Several days a week,4,4,0,3,11,Not at all concerned,Very concerned,No,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,0,3,0,1,2,0,1,0,3,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Married,2,Yes,1,High school graduate,1,"Less than $10,000",0,Occassionally,1,Yes,1,No,0,Very good,3,No,No,,,OHIO,Franklin OH,Midwest,East North Central,107627,1205,106913,8174,1,Qual73538399-0108Vaccination,1335,9979290,60241616-44ef-e570-54d9-4daaef3d32f2,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,Black,1227,,,,,1,,,,,,,,4,,,,0,4,0,0,0,0,1,0,0,0,1,3,1,1,0,2,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,7,1,1,Franklin OH,8,OHIO,1,1335
644,3,T6 Approval,Yes,35-50,2,Female,,1,"White,Hispanic or Latino",,Hispanic,Republican Party,,Not very strong,,Republican,Republican,5,Somewhat interested,2,Some of the time,1,No confidence at all,No confidence at all,A fair amount,A fair amount,A fair amount,A fair amount,No confidence at all,No confidence at all,Not too much,Not too much,No confidence at all,No confidence at all,No confidence at all,0,0,2,2,2,2,0,0,1,1,0,0,0,0,4,2,7,10,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Several days a week,Every day,Every few weeks/once a month,Every day,3,4,2,4,13,Very concerned,Very concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,3,3,1,1,2,0,1,0,2,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Married,2,No,0,4-year college degree,4,"$50,000 to under $75,000",5,Never,0,No,0,No,0,Good,2,Yes,Yes,Christian,Christian,FLORIDA,Miami-Dade FL,South,South Atlantic,386425,5058,381367,14223,1,Qual73538399-0108Vaccination,332,9979290,602419df-6f7f-6bc4-168c-3a2def080d53,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,Hispanic,1227,,,,,,,1,,,,,,,,3,,1,3,0,0,0,0,0,0,1,0,1,2,0,4,5,2,2,2,1,6,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,9,1,1,Miami-Dade FL,14,FLORIDA,0,332
645,6,T7 Economy,Yes,35-50,2,Female,,1,"White,Hispanic or Latino",,Hispanic,Democratic Party,Not very strong,,,Democrat,Democrat,1,Very interested,3,Most of the time,3,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,2,2,2,2,2,2,2,2,2,2,2,2,2,0,13,0,0,26,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,Yes,No,Yes,Yes,No,Yes,No,0,1,0,1,1,0,1,0,4,The scientific method can be used to produce any conclusion the researcher wants,0,Several days a week,Several days a week,Every day,Every day,3,3,4,4,14,Somewhat concerned,Somewhat concerned,No,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,2,2,0,1,2,0,1,0,4,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Married,2,Yes,1,4-year college degree,4,"$75,000 to under $100,000",6,Occassionally,1,Yes,1,No,0,Very good,3,Yes,Yes,Catholic,Catholic,NEW YORK,New York NY,Northeast,Middle Atlantic,91409,3681,87728,5612,4,Qual73538399-0108Vaccination,385,9979290,60241a1f-51c3-ef70-67b5-6aa21bd6f8ff,anonymous,73531461,,,,,1,,T7 Economy,Subst Message,Hispanic,1227,,,,,,,,2,,,,,,,,6,0,6,0,0,0,0,0,0,0,1,1,3,1,4,6,2,2,2,0,7,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,8,3,1,New York NY,6,NEW YORK,1,385
646,6,T2 Fauci,Yes,35-50,2,Female,,1,Hispanic or Latino,,Hispanic,Democratic Party,Not very strong,,,Democrat,Democrat,1,Extremely interested,4,About half the time,2,A fair amount,A fair amount,A great deal,A great deal,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,2,2,3,3,3,3,2,2,2,2,3,2,2,5,8,0,0,31,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,Yes,No,Yes,Yes,Yes,No,No,0,1,0,1,1,1,0,0,4,The scientific method generally produces accurate conclusions,1,Every day,Every day,Once a week,Several days a week,4,4,1,3,12,Very concerned,Very concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by a Chinese company that employed 2,000 workers",Live in a democracy where government action sometimes aligns with your views,Disagree,Some of the time,3,3,1,1,2,0,0,0,1,1,No,0,,,,Somewhat liberal,2,Married,2,Yes,1,4-year college degree,4,"$75,000 to under $100,000",6,Most of the time,3,No,0,No,0,Excellent,4,Yes,Yes,Roman Catholic,Roman Catholic,GEORGIA,Richmond GA,South,South Atlantic,21492,369,21123,10612,2,Qual73538399-0108Vaccination,372,9979290,60241a35-a868-849b-eccb-5b0b3a0b7293,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,Hispanic,1227,,,2,,,,,,,,6,,,,,,0,6,0,0,1,0,0,0,0,0,1,4,0,4,6,2,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,3,1,1,1,1,0,6,2,1,Richmond GA,11,GEORGIA,1,372
647,6,T7 Economy,Yes,35-50,2,Female,,1,Hispanic or Latino,,Hispanic,Democratic Party,Strong,,,Democrat,Democrat,0,Somewhat interested,2,Most of the time,3,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,2,2,2,2,2,2,2,2,2,2,2,2,2,0,13,0,0,26,There’s not much ordinary citizens can do to influence the government,0,Most of the time,3,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Every day,Every day,Every day,4,4,4,4,16,Very concerned,Very concerned,No,Oppose,Increased a little,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly agree,Most of the time,3,3,0,0,3,2,1,1,4,2,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Single,0,Yes,1,2-year college degree,3,"$30,000 to under $40,000",3,Occassionally,1,Yes,1,No,0,Excellent,4,No,No,,,FLORIDA,Broward FL,South,South Atlantic,180501,2192,178309,9243,1,Qual73538399-0108Vaccination,343,9979290,60241a7d-2607-dc9e-5791-3fc547d94efd,anonymous,73531461,,,,,1,,T7 Economy,Subst Message,Hispanic,1227,,,,,,,,2,,,,,,,,6,0,6,0,0,0,0,0,0,0,1,1,4,1,3,3,0,2,2,1,7,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,8,3,1,Broward FL,9,FLORIDA,1,343
648,6,Control,Yes,51-65,3,Male,,0,White,,White,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Very interested,3,Some of the time,1,Not too much,A fair amount,A great deal,A great deal,Not too much,Not too much,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,1,2,3,3,1,1,1,2,2,2,2,2,2,2,7,4,0,24,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Every day,Once a week,Never,4,4,1,0,9,Not too concerned,Very concerned,Yes,Oppose,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,1,3,1,0,2,0,1,0,4,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Married,2,No,0,Advanced degree,5,"$150,000 or more",8,Never,0,Yes,1,Yes,1,Fair,1,Yes,Yes,Christian,Christian,WASHINGTON,Snohomish WA,West,Pacific,28787,505,28282,3502,2,Qual73538399-0108Vaccination,359,9979290,60241aae-f39f-ad9f-ad63-8abfd4bcad41,anonymous,73531461,,,,,1,,Control,Control,White,1227,2,,,,,,,,6,,,,,,,,2,6,1,0,0,0,0,0,0,0,0,1,1,5,8,2,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,6,1,0,Snohomish WA,4,WASHINGTON,,359
649,6,T3 Biden,Yes,Over 65,4,Male,,0,Other,nixed race,Mixed,Independent/no preference,,,Neither,Other,Neither,3,Very interested,3,Most of the time,3,A fair amount,A fair amount,A fair amount,A great deal,No confidence at all,A great deal,No confidence at all,A fair amount,No confidence at all,Not too much,No confidence at all,No confidence at all,A fair amount,2,2,2,3,0,3,0,2,0,1,0,0,2,2,5,1,5,17,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,No,No,No,Yes,No,Yes,No,0,0,0,0,1,0,1,0,2,The scientific method generally produces accurate conclusions,1,Every day,Every day,Every few weeks/once a month,Every day,4,4,2,4,14,Very concerned,Somewhat concerned,Yes,Favor,Increased a lot,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,3,2,1,1,4,1,1,0,2,1,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Married,2,No,0,Some college,2,"$75,000 to under $100,000",6,Never,0,Yes,1,Yes,1,Very good,3,Yes,Yes,judaism,judaism,OREGON,Jackson OR,West,Pacific,7764,105,7659,3514,1,Qual73538399-0108Vaccination,799,9979290,60241928-d754-5432-614d-b13e9211f6db,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,Nat Am or Other,1227,,,,2,,,,,,,,6,,,,,2,6,0,0,0,1,0,0,0,0,0,3,1,2,6,2,4,4,1,3,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,5,3,0,Jackson OR,4,OREGON,1,799
650,0,T5 Fauci,Yes,35-50,2,Female,,1,"White,Hispanic or Latino",,Hispanic,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,Some of the time,1,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,Not too much,Not too much,Not too much,Not too much,A fair amount,A fair amount,No confidence at all,A fair amount,2,1,2,2,2,1,1,1,1,2,2,0,2,0,7,5,1,19,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,No,No,No,Yes,Yes,No,No,0,0,0,0,1,1,0,0,2,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Every day,Never,Once a week,4,4,0,1,9,Not too concerned,Not too concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,1,1,1,1,1,0,1,0,3,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Single,0,No,0,Some college,2,"$20,000 to under $30,000",2,Occassionally,1,Yes,1,Yes,1,Good,2,Yes,Yes,Catholic,Catholic,TEXAS,Castro TX,South,West South Central,864,26,838,11474,3,Qual73538399-0108Vaccination,441,9979290,60241ae3-2710-c88c-aae0-9a1132b855a6,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,Hispanic,1227,,,,,,0,,,,,,,,0,,,1,0,0,0,0,0,0,1,0,0,1,2,1,2,2,0,2,2,0,5,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,1,Castro TX,11,TEXAS,1,441
651,1,Control,Yes,51-65,3,Male,,0,"White,Hispanic or Latino",,Hispanic,Republican Party,,Strong,,Republican,Republican,6,Extremely interested,4,Some of the time,1,No confidence at all,No confidence at all,A fair amount,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,A fair amount,A fair amount,Not too much,Not too much,0,0,2,1,1,1,1,1,1,2,2,1,1,0,3,8,2,14,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,No,No,No,No,Yes,Yes,No,1,0,0,0,0,1,1,0,3,The scientific method generally produces accurate conclusions,1,Every day,Every day,Never,Every day,4,4,0,4,12,Not too concerned,Not too concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,1,1,1,1,1,0,1,0,4,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Married,2,No,0,Some college,2,"$100,000 to under $150,000",7,Never,0,Yes,1,No,0,Fair,1,Yes,Yes,catholic,catholic,TEXAS,Comal TX,South,West South Central,8555,240,8315,5477,3,Qual73538399-0108Vaccination,628,9979290,602419ea-5138-1da3-6f3b-fd14b3cf97db,anonymous,73531461,,,,,1,,Control,Control,Hispanic,1227,1,,,,,,,,1,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,2,7,2,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,1,0,Comal TX,5,TEXAS,,628
652,2,T1 Lindsay,Yes,Over 65,4,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,Most of the time,3,Not too much,No confidence at all,A great deal,A fair amount,A fair amount,Not too much,Not too much,Not too much,Not too much,A fair amount,A fair amount,Not too much,Not too much,1,0,3,2,2,1,1,1,1,2,2,1,1,1,4,7,1,18,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,Yes,No,Yes,Yes,No,0,0,0,1,0,1,1,0,3,The scientific method generally produces accurate conclusions,1,Several days a week,Several days a week,Never,Every few weeks/once a month,3,3,0,2,8,Not too concerned,Not too concerned,No,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Most of the time,1,1,0,1,0,0,1,0,3,2,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Married,2,No,0,Some college,2,"$40,000 to under $50,000",4,Never,0,No,0,Yes,1,Very good,3,No,No,,,ILLINOIS,LaSalle IL,Midwest,East North Central,10325,208,10117,9501,2,Qual73538399-0108Vaccination,667,9979290,60241a15-7505-51a7-cbbb-b61cc34371ce,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,White,1227,,1,,,,,,,,2,,,,,,,1,2,0,1,0,0,0,0,0,0,0,3,0,2,4,2,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,3,0,LaSalle IL,10,ILLINOIS,0,667
653,6,T6 Approval,Yes,Over 65,4,Male,,0,"White,Hispanic or Latino",,Hispanic,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Extremely interested,4,About half the time,2,Not too much,Not too much,Not too much,A great deal,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Not too much,1,1,1,3,0,0,0,0,0,0,0,0,1,1,0,4,8,7,There’s not much ordinary citizens can do to influence the government,0,Half of the time,2,No,No,No,No,Yes,No,No,No,0,0,0,0,1,0,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Once a week,Every day,4,3,1,4,12,Not at all concerned,Not at all concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by a Chinese company that employed 2,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,None of the time,0,0,1,1,1,0,0,0,2,0,No,0,,,,Very liberal,0,Married,2,No,0,Advanced degree,5,"$30,000 to under $40,000",3,Never,0,Yes,1,Yes,1,Very good,3,No,No,,,KENTUCKY,Jefferson KY,South,East South Central,69131,750,68381,9016,1,Qual73538399-0108Vaccination,6916,9979290,6024017b-f4ef-c199-f5ad-29c59f2ea208,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,Hispanic,1227,,,,,,,2,,,,,,,,6,,2,6,0,0,0,0,0,0,1,0,0,3,1,5,3,2,4,2,1,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7,2,0,Jefferson KY,9,KENTUCKY,1,6916
654,6,T3 Biden,Yes,35-50,2,Male,,0,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Extremely interested,4,Most of the time,3,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,2,1,2,2,2,2,3,2,2,2,2,2,2,1,11,1,0,26,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,8,The scientific method can be used to produce any conclusion the researcher wants,0,Several days a week,Several days a week,Once a week,Several days a week,3,3,1,3,10,Very concerned,Very concerned,Yes,Favor,Increased a little,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,All of the time,3,3,1,1,3,2,1,0,3,3,Yes,1,Joseph R. Biden,0,0,Very conservative,6,Married,2,Yes,1,Advanced degree,5,"$150,000 or more",8,Occassionally,1,No,0,No,0,Excellent,4,Yes,Yes,The way of Holiness,The way of Holiness,NEW YORK,New York NY,Northeast,Middle Atlantic,91409,3681,87728,5612,4,Qual73538399-0108Vaccination,1240,9979290,60241819-700b-f8f9-31f6-3a549d1ff1bd,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,2,,,,,,,,6,,,,,0,6,0,0,0,1,0,0,0,0,0,4,0,5,8,2,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,8,3,0,New York NY,6,NEW YORK,1,1240
